2025-05-09 09:15:13 [main] INFO  o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Global AuthenticationManager configured with AuthenticationProvider bean with name authenticationProvider MDC:[traceId=, spanId=]
2025-05-09 09:42:30 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-09 09:42:30 [http-nio-8012-exec-4] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-09 09:42:30 [http-nio-8012-exec-4] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-09 09:42:30 [http-nio-8012-exec-4] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-09 09:42:43 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-09 09:42:43 [http-nio-8012-exec-5] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-09 09:42:43 [http-nio-8012-exec-5] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-09 09:42:43 [http-nio-8012-exec-5] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-09 09:42:44 [http-nio-8012-exec-6] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-09 09:42:44 [http-nio-8012-exec-6] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-09 09:42:44 [http-nio-8012-exec-6] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-09 09:42:44 [http-nio-8012-exec-6] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-09 09:42:44 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-09 09:42:44 [http-nio-8012-exec-7] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-09 09:42:44 [http-nio-8012-exec-7] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/login MDC:[traceId=, spanId=]
2025-05-09 09:42:44 [http-nio-8012-exec-7] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Empty encoded password MDC:[traceId=, spanId=]
2025-05-09 09:53:27 [http-nio-8012-exec-8] DEBUG o.s.security.web.FilterChainProxy - Securing POST /api/auth/refresh-token MDC:[traceId=, spanId=]
2025-05-09 09:53:27 [http-nio-8012-exec-8] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-09 09:53:27 [http-nio-8012-exec-8] DEBUG o.s.security.web.FilterChainProxy - Secured POST /api/auth/refresh-token MDC:[traceId=, spanId=]
2025-05-09 10:12:57 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Securing GET /v3/api-docs MDC:[traceId=, spanId=]
2025-05-09 10:12:57 [http-nio-8012-exec-10] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Set SecurityContextHolder to anonymous SecurityContext MDC:[traceId=, spanId=]
2025-05-09 10:12:57 [http-nio-8012-exec-10] DEBUG o.s.security.web.FilterChainProxy - Secured GET /v3/api-docs MDC:[traceId=, spanId=]
